entitlement_id,person_id,acct_id,platform,role_id,role_name,is_admin_role,permission_id,resource,action,privilege_level,is_sensitive,granted_at
ENT-000732,ID-0129,acct-git-ID-0129-936a8d,github,role-git-001,Admin,True,perm-git-00-03,repos:private,delete,admin,True,2025-09-06T12:44:11.753005
ENT-000733,ID-0132,acct-aws-ID-0132-ecad84,aws_iam,role-aws-002,PowerUserAccess,True,perm-aws-01-00,ec2:*,read,read,False,2025-09-16T12:44:11.753005
ENT-000734,ID-0132,acct-aws-ID-0132-ecad84,aws_iam,role-aws-002,PowerUserAccess,True,perm-aws-02-02,iam:*,create,write,False,2025-09-16T12:44:11.753005
ENT-000735,ID-0132,acct-aws-ID-0132-ecad84,aws_iam,role-aws-002,PowerUserAccess,True,perm-aws-05-04,kms:*,admin,admin,True,2025-09-16T12:44:11.753005
ENT-000736,ID-0132,acct-aws-ID-0132-ecad84,aws_iam,role-aws-002,PowerUserAccess,True,perm-aws-02-01,iam:*,write,write,False,2025-09-16T12:44:11.753005
ENT-000737,ID-0132,acct-sal-ID-0132-aad40d,salesforce,role-sal-000,System Administrator,True,perm-sal-04-02,setup,create,write,False,2025-10-21T12:44:11.753005
ENT-000738,ID-0132,acct-sal-ID-0132-aad40d,salesforce,role-sal-000,System Administrator,True,perm-sal-01-02,contacts,create,write,False,2025-10-21T12:44:11.753005
ENT-000739,ID-0133,acct-sal-ID-0133-c8099f,salesforce,role-sal-000,System Administrator,True,perm-sal-04-02,setup,create,write,False,2026-04-06T12:44:11.753005
ENT-000740,ID-0133,acct-sal-ID-0133-c8099f,salesforce,role-sal-000,System Administrator,True,perm-sal-01-02,contacts,create,write,False,2026-04-06T12:44:11.753005
ENT-000741,ID-0136,acct-sal-ID-0136-58ccc2,salesforce,role-sal-000,System Administrator,True,perm-sal-04-02,setup,create,write,False,2025-11-04T12:44:11.753005
ENT-000742,ID-0136,acct-sal-ID-0136-58ccc2,salesforce,role-sal-000,System Administrator,True,perm-sal-01-02,contacts,create,write,False,2025-11-04T12:44:11.753005
ENT-000743,ID-0138,acct-sal-ID-0138-88dfec,salesforce,role-sal-000,System Administrator,True,perm-sal-04-02,setup,create,write,False,2025-09-25T12:44:11.753005
ENT-000744,ID-0138,acct-sal-ID-0138-88dfec,salesforce,role-sal-000,System Administrator,True,perm-sal-01-02,contacts,create,write,False,2025-09-25T12:44:11.753005
ENT-000745,ID-0138,acct-okt-ID-0138-312f21,okta,role-okt-001,Org Admin,True,perm-okt-00-05,sso-apps,execute,write,False,2026-01-21T12:44:11.753005
ENT-000746,ID-0138,acct-okt-ID-0138-312f21,okta,role-okt-001,Org Admin,True,perm-okt-04-00,policies,read,read,False,2026-01-21T12:44:11.753005
ENT-000747,ID-0138,acct-okt-ID-0138-312f21,okta,role-okt-001,Org Admin,True,perm-okt-00-03,sso-apps,delete,admin,True,2026-01-21T12:44:11.753005
ENT-000748,ID-0138,acct-okt-ID-0138-312f21,okta,role-okt-001,Org Admin,True,perm-okt-01-03,mfa-config,delete,admin,True,2026-01-21T12:44:11.753005
ENT-000749,ID-0138,acct-okt-ID-0138-312f21,okta,role-okt-001,Org Admin,True,perm-okt-01-00,mfa-config,read,read,False,2026-01-21T12:44:11.753005
ENT-000750,ID-0138,acct-aws-ID-0138-d32843,aws_iam,role-aws-000,AdministratorAccess,True,perm-aws-00-02,s3://prod-data,create,write,False,2025-07-24T12:44:11.753005
ENT-000751,ID-0138,acct-aws-ID-0138-d32843,aws_iam,role-aws-000,AdministratorAccess,True,perm-aws-02-00,iam:*,read,read,False,2025-07-24T12:44:11.753005
ENT-000752,ID-0138,acct-aws-ID-0138-d32843,aws_iam,role-aws-000,AdministratorAccess,True,perm-aws-03-01,rds:prod,write,write,False,2025-07-24T12:44:11.753005
ENT-000753,ID-0138,acct-git-ID-0138-6b2cc1,github,role-git-000,Owner,True,perm-git-04-02,settings,create,write,False,2026-03-15T12:44:11.753005
ENT-000754,ID-0138,acct-git-ID-0138-6b2cc1,github,role-git-000,Owner,True,perm-git-04-01,settings,write,write,False,2026-03-15T12:44:11.753005
ENT-000755,ID-0138,acct-git-ID-0138-6b2cc1,github,role-git-000,Owner,True,perm-git-01-02,repos:public,create,write,False,2026-03-15T12:44:11.753005
ENT-000756,ID-0138,acct-git-ID-0138-6b2cc1,github,role-git-000,Owner,True,perm-git-01-05,repos:public,execute,write,False,2026-03-15T12:44:11.753005
ENT-000757,ID-0138,acct-git-ID-0138-6b2cc1,github,role-git-000,Owner,True,perm-git-02-02,actions,create,write,False,2026-03-15T12:44:11.753005
ENT-000758,ID-0139,acct-act-ID-0139-53bad3,active_directory,role-act-002,Schema Admin,True,perm-act-01-02,file-server,create,write,False,2026-06-08T12:44:11.753005
ENT-000759,ID-0139,acct-act-ID-0139-53bad3,active_directory,role-act-002,Schema Admin,True,perm-act-02-04,exchange,admin,admin,True,2026-06-08T12:44:11.753005
ENT-000760,ID-0139,acct-act-ID-0139-53bad3,active_directory,role-act-002,Schema Admin,True,perm-act-02-01,exchange,write,write,False,2026-06-08T12:44:11.753005
ENT-000761,ID-0139,acct-act-ID-0139-53bad3,active_directory,role-act-002,Schema Admin,True,perm-act-00-05,domain-controller,execute,write,False,2026-06-08T12:44:11.753005
ENT-000762,ID-0139,acct-git-ID-0139-8d0331,github,role-git-000,Owner,True,perm-git-04-02,settings,create,write,False,2026-01-11T12:44:11.753005
ENT-000763,ID-0139,acct-git-ID-0139-8d0331,github,role-git-000,Owner,True,perm-git-04-01,settings,write,write,False,2026-01-11T12:44:11.753005
ENT-000764,ID-0139,acct-git-ID-0139-8d0331,github,role-git-000,Owner,True,perm-git-01-02,repos:public,create,write,False,2026-01-11T12:44:11.753005
ENT-000765,ID-0139,acct-git-ID-0139-8d0331,github,role-git-000,Owner,True,perm-git-01-05,repos:public,execute,write,False,2026-01-11T12:44:11.753005
ENT-000766,ID-0139,acct-git-ID-0139-8d0331,github,role-git-000,Owner,True,perm-git-02-02,actions,create,write,False,2026-01-11T12:44:11.753005
ENT-000767,ID-0140,acct-sal-ID-0140-9e1721,salesforce,role-sal-001,Modify All Data,True,perm-sal-04-03,setup,delete,admin,True,2026-04-23T12:44:11.753005
ENT-000768,ID-0140,acct-sal-ID-0140-9e1721,salesforce,role-sal-001,Modify All Data,True,perm-sal-04-00,setup,read,read,False,2026-04-23T12:44:11.753005
ENT-000769,ID-0140,acct-sal-ID-0140-9e1721,salesforce,role-sal-001,Modify All Data,True,perm-sal-01-05,contacts,execute,write,False,2026-04-23T12:44:11.753005
ENT-000770,ID-0140,acct-sal-ID-0140-9e1721,salesforce,role-sal-001,Modify All Data,True,perm-sal-04-04,setup,admin,admin,True,2026-04-23T12:44:11.753005
ENT-000771,ID-0140,acct-sal-ID-0140-9e1721,salesforce,role-sal-001,Modify All Data,True,perm-sal-03-02,reports,create,write,False,2026-04-23T12:44:11.753005
ENT-000772,ID-0141,acct-act-ID-0141-aa4a5e,active_directory,role-act-000,Domain Admin,True,perm-act-01-01,file-server,write,write,False,2025-12-11T12:44:11.753005
ENT-000773,ID-0141,acct-aws-ID-0141-712341,aws_iam,role-aws-001,IAMFullAccess,True,perm-aws-05-00,kms:*,read,read,False,2026-04-26T12:44:11.753005
ENT-000774,ID-0141,acct-aws-ID-0141-712341,aws_iam,role-aws-001,IAMFullAccess,True,perm-aws-04-01,lambda:*,write,write,False,2026-04-26T12:44:11.753005
ENT-000775,ID-0141,acct-git-ID-0141-03c23b,github,role-git-001,Admin,True,perm-git-02-04,actions,admin,admin,True,2025-10-14T12:44:11.753005
ENT-000776,ID-0141,acct-git-ID-0141-03c23b,github,role-git-001,Admin,True,perm-git-03-00,packages,read,read,False,2025-10-14T12:44:11.753005
ENT-000777,ID-0141,acct-git-ID-0141-03c23b,github,role-git-001,Admin,True,perm-git-00-03,repos:private,delete,admin,True,2025-10-14T12:44:11.753005
ENT-000778,ID-0142,acct-git-ID-0142-8a8be0,github,role-git-001,Admin,True,perm-git-02-04,actions,admin,admin,True,2025-10-30T12:44:11.753005
ENT-000779,ID-0142,acct-git-ID-0142-8a8be0,github,role-git-001,Admin,True,perm-git-03-00,packages,read,read,False,2025-10-30T12:44:11.753005
ENT-000780,ID-0142,acct-git-ID-0142-8a8be0,github,role-git-001,Admin,True,perm-git-00-03,repos:private,delete,admin,True,2025-10-30T12:44:11.753005
ENT-000781,ID-0142,acct-act-ID-0142-0d1c33,active_directory,role-act-001,Enterprise Admin,True,perm-act-00-02,domain-controller,create,write,False,2026-04-14T12:44:11.753005
ENT-000782,ID-0142,acct-act-ID-0142-0d1c33,active_directory,role-act-001,Enterprise Admin,True,perm-act-01-01,file-server,write,write,False,2026-04-14T12:44:11.753005
ENT-000783,ID-0142,acct-act-ID-0142-0d1c33,active_directory,role-act-001,Enterprise Admin,True,perm-act-00-03,domain-controller,delete,admin,True,2026-04-14T12:44:11.753005
ENT-000784,ID-0143,acct-aws-ID-0143-10d290,aws_iam,role-aws-000,AdministratorAccess,True,perm-aws-00-02,s3://prod-data,create,write,False,2025-11-19T12:44:11.753005
ENT-000785,ID-0143,acct-aws-ID-0143-10d290,aws_iam,role-aws-000,AdministratorAccess,True,perm-aws-02-00,iam:*,read,read,False,2025-11-19T12:44:11.753005
ENT-000786,ID-0143,acct-aws-ID-0143-10d290,aws_iam,role-aws-000,AdministratorAccess,True,perm-aws-03-01,rds:prod,write,write,False,2025-11-19T12:44:11.753005
ENT-000787,ID-0144,acct-okt-ID-0144-2d2c12,okta,role-okt-000,Super Admin,True,perm-okt-00-05,sso-apps,execute,write,False,2026-03-13T12:44:11.753005
ENT-000788,ID-0144,acct-okt-ID-0144-2d2c12,okta,role-okt-000,Super Admin,True,perm-okt-03-00,api-tokens,read,read,False,2026-03-13T12:44:11.753005
ENT-000789,ID-0144,acct-okt-ID-0144-2d2c12,okta,role-okt-000,Super Admin,True,perm-okt-00-00,sso-apps,read,read,False,2026-03-13T12:44:11.753005
ENT-000790,ID-0144,acct-okt-ID-0144-2d2c12,okta,role-okt-000,Super Admin,True,perm-okt-01-02,mfa-config,create,write,False,2026-03-13T12:44:11.753005
ENT-000791,ID-0144,acct-git-ID-0144-4564ee,github,role-git-001,Admin,True,perm-git-02-04,actions,admin,admin,True,2026-01-05T12:44:11.753005
ENT-000792,ID-0144,acct-git-ID-0144-4564ee,github,role-git-001,Admin,True,perm-git-03-00,packages,read,read,False,2026-01-05T12:44:11.753005
ENT-000793,ID-0144,acct-git-ID-0144-4564ee,github,role-git-001,Admin,True,perm-git-00-03,repos:private,delete,admin,True,2026-01-05T12:44:11.753005
ENT-000794,ID-0145,acct-git-ID-0145-9c484f,github,role-git-000,Owner,True,perm-git-04-02,settings,create,write,False,2025-08-31T12:44:11.753005
ENT-000795,ID-0145,acct-git-ID-0145-9c484f,github,role-git-000,Owner,True,perm-git-04-01,settings,write,write,False,2025-08-31T12:44:11.753005
ENT-000796,ID-0145,acct-git-ID-0145-9c484f,github,role-git-000,Owner,True,perm-git-01-02,repos:public,create,write,False,2025-08-31T12:44:11.753005
ENT-000797,ID-0145,acct-git-ID-0145-9c484f,github,role-git-000,Owner,True,perm-git-01-05,repos:public,execute,write,False,2025-08-31T12:44:11.753005
ENT-000798,ID-0145,acct-git-ID-0145-9c484f,github,role-git-000,Owner,True,perm-git-02-02,actions,create,write,False,2025-08-31T12:44:11.753005
ENT-000799,ID-0145,acct-okt-ID-0145-78c624,okta,role-okt-000,Super Admin,True,perm-okt-00-05,sso-apps,execute,write,False,2026-02-20T12:44:11.753005
ENT-000800,ID-0145,acct-okt-ID-0145-78c624,okta,role-okt-000,Super Admin,True,perm-okt-03-00,api-tokens,read,read,False,2026-02-20T12:44:11.753005
ENT-000801,ID-0145,acct-okt-ID-0145-78c624,okta,role-okt-000,Super Admin,True,perm-okt-00-00,sso-apps,read,read,False,2026-02-20T12:44:11.753005
ENT-000802,ID-0145,acct-okt-ID-0145-78c624,okta,role-okt-000,Super Admin,True,perm-okt-01-02,mfa-config,create,write,False,2026-02-20T12:44:11.753005
ENT-000803,ID-0147,acct-sal-ID-0147-076440,salesforce,role-sal-000,System Administrator,True,perm-sal-04-02,setup,create,write,False,2026-04-11T12:44:11.753005
ENT-000804,ID-0147,acct-sal-ID-0147-076440,salesforce,role-sal-000,System Administrator,True,perm-sal-01-02,contacts,create,write,False,2026-04-11T12:44:11.753005
ENT-000805,ID-0147,acct-git-ID-0147-9d54be,github,role-git-001,Admin,True,perm-git-02-04,actions,admin,admin,True,2025-12-25T12:44:11.753005
ENT-000806,ID-0147,acct-git-ID-0147-9d54be,github,role-git-001,Admin,True,perm-git-03-00,packages,read,read,False,2025-12-25T12:44:11.753005
ENT-000807,ID-0147,acct-git-ID-0147-9d54be,github,role-git-001,Admin,True,perm-git-00-03,repos:private,delete,admin,True,2025-12-25T12:44:11.753005
ENT-000808,ID-0148,acct-okt-ID-0148-06266f,okta,role-okt-000,Super Admin,True,perm-okt-00-05,sso-apps,execute,write,False,2025-10-21T12:44:11.753005
ENT-000809,ID-0148,acct-okt-ID-0148-06266f,okta,role-okt-000,Super Admin,True,perm-okt-03-00,api-tokens,read,read,False,2025-10-21T12:44:11.753005
ENT-000810,ID-0148,acct-okt-ID-0148-06266f,okta,role-okt-000,Super Admin,True,perm-okt-00-00,sso-apps,read,read,False,2025-10-21T12:44:11.753005
ENT-000811,ID-0148,acct-okt-ID-0148-06266f,okta,role-okt-000,Super Admin,True,perm-okt-01-02,mfa-config,create,write,False,2025-10-21T12:44:11.753005
ENT-000812,ID-0148,acct-git-ID-0148-102095,github,role-git-000,Owner,True,perm-git-04-02,settings,create,write,False,2025-07-12T12:44:11.753005
ENT-000813,ID-0148,acct-git-ID-0148-102095,github,role-git-000,Owner,True,perm-git-04-01,settings,write,write,False,2025-07-12T12:44:11.753005
ENT-000814,ID-0148,acct-git-ID-0148-102095,github,role-git-000,Owner,True,perm-git-01-02,repos:public,create,write,False,2025-07-12T12:44:11.753005
ENT-000815,ID-0148,acct-git-ID-0148-102095,github,role-git-000,Owner,True,perm-git-01-05,repos:public,execute,write,False,2025-07-12T12:44:11.753005
ENT-000816,ID-0148,acct-git-ID-0148-102095,github,role-git-000,Owner,True,perm-git-02-02,actions,create,write,False,2025-07-12T12:44:11.753005
ENT-000817,ID-0149,acct-okt-ID-0149-cbf679,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2025-12-03T12:44:11.753005
ENT-000818,ID-0149,acct-okt-ID-0149-cbf679,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2025-12-03T12:44:11.753005
ENT-000819,ID-0149,acct-okt-ID-0149-cbf679,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-12-03T12:44:11.753005
ENT-000820,ID-0149,acct-okt-ID-0149-cbf679,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-12-03T12:44:11.753005
ENT-000821,ID-0149,acct-okt-ID-0149-cbf679,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2025-12-03T12:44:11.753005
ENT-000822,ID-0150,acct-act-ID-0150-0faa10,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2025-10-14T12:44:11.753005
ENT-000823,ID-0150,acct-act-ID-0150-0faa10,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2025-10-14T12:44:11.753005
ENT-000824,ID-0151,acct-aws-ID-0151-39a39a,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2026-06-10T12:44:11.753005
ENT-000825,ID-0151,acct-aws-ID-0151-39a39a,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-06-10T12:44:11.753005
ENT-000826,ID-0152,acct-okt-ID-0152-db47c8,okta,role-okt-004,App User,False,perm-okt-02-01,user-management,write,write,False,2025-09-08T12:44:11.753005
ENT-000827,ID-0152,acct-aws-ID-0152-427708,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2025-12-06T12:44:11.753005
ENT-000828,ID-0152,acct-aws-ID-0152-427708,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-05-01,kms:*,write,write,False,2025-12-06T12:44:11.753005
ENT-000829,ID-0153,acct-sal-ID-0153-84be39,salesforce,role-sal-005,Chatter User,False,perm-sal-03-01,reports,write,write,False,2026-04-10T12:44:11.753005
ENT-000830,ID-0154,acct-okt-ID-0154-ed2103,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-09-07T12:44:11.753005
ENT-000831,ID-0154,acct-okt-ID-0154-ed2103,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-09-07T12:44:11.753005
ENT-000832,ID-0154,acct-okt-ID-0154-ed2103,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-09-07T12:44:11.753005
ENT-000833,ID-0155,acct-aws-ID-0155-79f1bb,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2026-03-15T12:44:11.753005
ENT-000834,ID-0155,acct-aws-ID-0155-79f1bb,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-03-15T12:44:11.753005
ENT-000835,ID-0155,acct-act-ID-0155-3471b1,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2025-09-02T12:44:11.753005
ENT-000836,ID-0155,acct-act-ID-0155-3471b1,active_directory,role-act-003,Domain User,False,perm-act-01-00,file-server,read,read,False,2025-09-02T12:44:11.753005
ENT-000837,ID-0155,acct-act-ID-0155-3471b1,active_directory,role-act-003,Domain User,False,perm-act-01-02,file-server,create,write,False,2025-09-02T12:44:11.753005
ENT-000838,ID-0156,acct-aws-ID-0156-3ba504,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2025-06-20T12:44:11.753005
ENT-000839,ID-0156,acct-aws-ID-0156-3ba504,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2025-06-20T12:44:11.753005
ENT-000840,ID-0156,acct-aws-ID-0156-3ba504,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2025-06-20T12:44:11.753005
ENT-000841,ID-0156,acct-aws-ID-0156-3ba504,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2025-06-20T12:44:11.753005
ENT-000842,ID-0156,acct-aws-ID-0156-3ba504,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2025-06-20T12:44:11.753005
ENT-000843,ID-0157,acct-git-ID-0157-3ca40f,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2026-02-26T12:44:11.753005
ENT-000844,ID-0157,acct-git-ID-0157-3ca40f,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2026-02-26T12:44:11.753005
ENT-000845,ID-0157,acct-aws-ID-0157-a2afa0,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-00,ec2:*,read,read,False,2025-08-08T12:44:11.753005
ENT-000846,ID-0157,acct-aws-ID-0157-a2afa0,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-05-01,kms:*,write,write,False,2025-08-08T12:44:11.753005
ENT-000847,ID-0158,acct-git-ID-0158-77c552,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2025-09-24T12:44:11.753005
ENT-000848,ID-0158,acct-git-ID-0158-77c552,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2025-09-24T12:44:11.753005
ENT-000849,ID-0159,acct-act-ID-0159-58cf71,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2026-03-14T12:44:11.753005
ENT-000850,ID-0159,acct-act-ID-0159-58cf71,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2026-03-14T12:44:11.753005
ENT-000851,ID-0159,acct-aws-ID-0159-cd3a08,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-02,lambda:*,create,write,False,2026-05-23T12:44:11.753005
ENT-000852,ID-0159,acct-aws-ID-0159-cd3a08,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-00-02,s3://prod-data,create,write,False,2026-05-23T12:44:11.753005
ENT-000853,ID-0160,acct-git-ID-0160-fdf087,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2025-06-20T12:44:11.753005
ENT-000854,ID-0160,acct-git-ID-0160-fdf087,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2025-06-20T12:44:11.753005
ENT-000855,ID-0160,acct-act-ID-0160-85d0ce,active_directory,role-act-004,Remote Desktop Users,False,perm-act-04-00,gpo,read,read,False,2026-03-28T12:44:11.753005
ENT-000856,ID-0160,acct-okt-ID-0160-6013fb,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2025-06-22T12:44:11.753005
ENT-000857,ID-0160,acct-okt-ID-0160-6013fb,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2025-06-22T12:44:11.753005
ENT-000858,ID-0160,acct-okt-ID-0160-6013fb,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2025-06-22T12:44:11.753005
ENT-000859,ID-0160,acct-okt-ID-0160-6013fb,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2025-06-22T12:44:11.753005
ENT-000860,ID-0160,acct-okt-ID-0160-6013fb,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2025-06-22T12:44:11.753005
ENT-000861,ID-0161,acct-aws-ID-0161-4f3d2f,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2026-03-28T12:44:11.753005
ENT-000862,ID-0161,acct-aws-ID-0161-4f3d2f,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2026-03-28T12:44:11.753005
ENT-000863,ID-0161,acct-aws-ID-0161-4f3d2f,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2026-03-28T12:44:11.753005
ENT-000864,ID-0161,acct-aws-ID-0161-4f3d2f,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2026-03-28T12:44:11.753005
ENT-000865,ID-0161,acct-aws-ID-0161-4f3d2f,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2026-03-28T12:44:11.753005
ENT-000866,ID-0161,acct-git-ID-0161-d9f3b8,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-01-23T12:44:11.753005
ENT-000867,ID-0161,acct-git-ID-0161-d9f3b8,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-01-23T12:44:11.753005
ENT-000868,ID-0161,acct-okt-ID-0161-b3afe2,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2026-06-13T12:44:11.753005
ENT-000869,ID-0161,acct-okt-ID-0161-b3afe2,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2026-06-13T12:44:11.753005
ENT-000870,ID-0161,acct-okt-ID-0161-b3afe2,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-06-13T12:44:11.753005
ENT-000871,ID-0161,acct-okt-ID-0161-b3afe2,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-06-13T12:44:11.753005
ENT-000872,ID-0161,acct-okt-ID-0161-b3afe2,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2026-06-13T12:44:11.753005
ENT-000873,ID-0162,acct-act-ID-0162-8d94bf,active_directory,role-act-005,DNS Admins,False,perm-act-03-01,dns,write,write,False,2025-09-12T12:44:11.753005
ENT-000874,ID-0162,acct-act-ID-0162-8d94bf,active_directory,role-act-005,DNS Admins,False,perm-act-01-01,file-server,write,write,False,2025-09-12T12:44:11.753005
ENT-000875,ID-0162,acct-git-ID-0162-333aab,github,role-git-004,Triage,False,perm-git-03-02,packages,create,write,False,2026-06-03T12:44:11.753005
ENT-000876,ID-0162,acct-git-ID-0162-333aab,github,role-git-004,Triage,False,perm-git-01-03,repos:public,delete,admin,True,2026-06-03T12:44:11.753005
ENT-000877,ID-0162,acct-sal-ID-0162-3d40d0,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2025-07-10T12:44:11.753005
ENT-000878,ID-0163,acct-sal-ID-0163-bbeb1c,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2026-05-16T12:44:11.753005
ENT-000879,ID-0163,acct-aws-ID-0163-bf3699,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-05-02,kms:*,create,write,False,2025-09-23T12:44:11.753005
ENT-000880,ID-0163,acct-aws-ID-0163-bf3699,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-02-02,iam:*,create,write,False,2025-09-23T12:44:11.753005
ENT-000881,ID-0163,acct-aws-ID-0163-bf3699,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-02,lambda:*,create,write,False,2025-09-23T12:44:11.753005
ENT-000882,ID-0163,acct-aws-ID-0163-bf3699,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-01,lambda:*,write,write,False,2025-09-23T12:44:11.753005
ENT-000883,ID-0163,acct-aws-ID-0163-bf3699,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-00,lambda:*,read,read,False,2025-09-23T12:44:11.753005
ENT-000884,ID-0163,acct-git-ID-0163-4a019e,github,role-git-002,Member,False,perm-git-01-03,repos:public,delete,admin,True,2025-10-15T12:44:11.753005
ENT-000885,ID-0163,acct-git-ID-0163-4a019e,github,role-git-002,Member,False,perm-git-00-02,repos:private,create,write,False,2025-10-15T12:44:11.753005
ENT-000886,ID-0164,acct-sal-ID-0164-5f81c8,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2025-10-08T12:44:11.753005
ENT-000887,ID-0164,acct-okt-ID-0164-647cf0,okta,role-okt-003,Everyone,False,perm-okt-04-00,policies,read,read,False,2026-03-05T12:44:11.753005
ENT-000888,ID-0164,acct-okt-ID-0164-647cf0,okta,role-okt-003,Everyone,False,perm-okt-00-00,sso-apps,read,read,False,2026-03-05T12:44:11.753005
ENT-000889,ID-0164,acct-okt-ID-0164-647cf0,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-03-05T12:44:11.753005
ENT-000890,ID-0164,acct-okt-ID-0164-647cf0,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-03-05T12:44:11.753005
ENT-000891,ID-0164,acct-okt-ID-0164-647cf0,okta,role-okt-003,Everyone,False,perm-okt-04-02,policies,create,write,False,2026-03-05T12:44:11.753005
ENT-000892,ID-0165,acct-okt-ID-0165-fa3dff,okta,role-okt-005,Help Desk Admin,False,perm-okt-01-01,mfa-config,write,write,False,2025-10-03T12:44:11.753005
ENT-000893,ID-0165,acct-okt-ID-0165-fa3dff,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-01,sso-apps,write,write,False,2025-10-03T12:44:11.753005
ENT-000894,ID-0165,acct-okt-ID-0165-fa3dff,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-10-03T12:44:11.753005
